oid,x,y,d,theta,phi,true_d,,,
0,-2896.6,12000,0.00098698,0.40143,-2.9496,0.0010632,,,
0,-2069,-12000,-0.00024414,0.40143,-2.9496,0.0048293,,,
0,-2069,-11172,-0.00089924,0.40143,-2.9496,0.005773,,,
0,-2069,-10345,0.0046262,0.40143,-2.9496,0.0069552,,,
0,-2069,-9517.2,-0.00091713,0.40143,-2.9496,0.0084414,,,
0,-2069,-8689.7,0.0050008,0.40143,-2.9496,0.01031,,,
0,-2069,-7862.1,0.0059315,0.40143,-2.9496,0.012646,,,
0,-2069,-7034.5,0.017396,0.40143,-2.9496,0.015526,,,
0,-2069,-6206.9,0.020617,0.40143,-2.9496,0.018978,,,
0,-2069,-5379.3,0.028105,0.40143,-2.9496,0.022915,,,
0,-2069,-4551.7,0.034212,0.40143,-2.9496,0.027044,,,
0,-2069,-3724.1,0.032236,0.40143,-2.9496,0.030793,,,
0,-2069,-2896.6,0.041582,0.40143,-2.9496,0.033377,,,
0,-2069,-2069,0.032095,0.40143,-2.9496,0.03407,,,
0,-2069,-1241.4,0.027339,0.40143,-2.9496,0.032603,,,
0,-2069,-413.79,0.038409,0.40143,-2.9496,0.029344,,,
0,-2069,413.79,0.030674,0.40143,-2.9496,0.025088,,,
0,-2069,1241.4,0.016422,0.40143,-2.9496,0.020646,,,
0,-2069,2069,0.015329,0.40143,-2.9496,0.016572,,,
0,-2069,2896.6,0.012771,0.40143,-2.9496,0.013117,,,
0,-2069,3724.1,0.010296,0.40143,-2.9496,0.010325,,,
0,-2069,4551.7,-0.0010659,0.40143,-2.9496,0.0081269,,,
0,-2069,5379.3,-0.0021066,0.40143,-2.9496,0.0064205,,,
0,-2069,6206.9,0.0047164,0.40143,-2.9496,0.0051022,,,
0,-2069,7034.5,0.00010604,0.40143,-2.9496,0.0040832,,,
0,-2069,7862.1,-0.007176,0.40143,-2.9496,0.0032924,,,
0,-2069,8689.7,-0.004486,0.40143,-2.9496,0.0026752,,,
0,-2069,9517.2,0.0027082,0.40143,-2.9496,0.00219,,,
0,-2069,10345,0.0008576,0.40143,-2.9496,0.0018057,,,
0,-2069,11172,0.0065811,0.40143,-2.9496,0.0014991,,,
0,-2069,12000,-0.00049441,0.40143,-2.9496,0.0012525,,,
0,-1241.4,-12000,0.003202,0.40143,-2.9496,0.0053987,,,
0,-1241.4,-11172,0.0013621,0.40143,-2.9496,0.0064971,,,
0,-1241.4,-10345,-0.003104,0.40143,-2.9496,0.0078892,,,
0,-1241.4,-9517.2,0.011721,0.40143,-2.9496,0.0096637,,,
0,-1241.4,-8689.7,0.0056352,0.40143,-2.9496,0.011931,,,
0,-1241.4,-7862.1,0.0082698,0.40143,-2.9496,0.014822,,,
0,-1241.4,-7034.5,0.016511,0.40143,-2.9496,0.018469,,,
0,-1241.4,-6206.9,0.02197,0.40143,-2.9496,0.022957,,,
0,-1241.4,-5379.3,0.029722,0.40143,-2.9496,0.028233,,,
0,-1241.4,-4551.7,0.043244,0.40143,-2.9496,0.033952,,,
0,-1241.4,-3724.1,0.045218,0.40143,-2.9496,0.03933,,,
0,-1241.4,-2896.6,0.046952,0.40143,-2.9496,0.043184,,,
0,-1241.4,-2069,0.052136,0.40143,-2.9496,0.044348,,,
0,-1241.4,-1241.4,0.045361,0.40143,-2.9496,0.042354,,,
0,-1241.4,-413.79,0.040931,0.40143,-2.9496,0.037772,,,
0,-1241.4,413.79,0.033227,0.40143,-2.9496,0.031847,,,
0,-1241.4,1241.4,0.030392,0.40143,-2.9496,0.025795,,,
0,-1241.4,2069,0.018206,0.40143,-2.9496,0.020381,,,
0,-1241.4,2896.6,0.010036,0.40143,-2.9496,0.015904,,,
0,-1241.4,3724.1,-8.76E-05,0.40143,-2.9496,0.012366,,,
0,-1241.4,4551.7,0.0040816,0.40143,-2.9496,0.0096349,,,
0,-1241.4,5379.3,0.0040473,0.40143,-2.9496,0.0075496,,,
0,-1241.4,6206.9,0.0035712,0.40143,-2.9496,0.0059605,,,
0,-1241.4,7034.5,0.0052671,0.40143,-2.9496,0.004746,,,
0,-1241.4,7862.1,-0.00031977,0.40143,-2.9496,0.0038123,,,
0,-1241.4,8689.7,0.0043916,0.40143,-2.9496,0.0030889,,,
0,-1241.4,9517.2,0.0049095,0.40143,-2.9496,0.0025238,,,
0,-1241.4,10345,0.0040677,0.40143,-2.9496,0.0020784,,,
0,-1241.4,11172,0.0034336,0.40143,-2.9496,0.0017244,,,
0,-1241.4,12000,0.0034425,0.40143,-2.9496,0.0014407,,,
0,-413.79,-12000,-0.00098059,0.40143,-2.9496,0.0059165,,,
0,-413.79,-11172,0.0047388,0.40143,-2.9496,0.0071528,,,
0,-413.79,-10345,0.0038075,0.40143,-2.9496,0.0087318,,,
0,-413.79,-9517.2,0.0062812,0.40143,-2.9496,0.010763,,,
0,-413.79,-8689.7,0.010662,0.40143,-2.9496,0.013387,,,
0,-413.79,-7862.1,0.014096,0.40143,-2.9496,0.016777,,,
0,-413.79,-7034.5,0.020355,0.40143,-2.9496,0.021119,,,
0,-413.79,-6206.9,0.027751,0.40143,-2.9496,0.026564,,,
0,-413.79,-5379.3,0.033344,0.40143,-2.9496,0.0331,,,
0,-413.79,-4551.7,0.047586,0.40143,-2.9496,0.040353,,,
0,-413.79,-3724.1,0.056778,0.40143,-2.9496,0.047346,,,
0,-413.79,-2896.6,0.059367,0.40143,-2.9496,0.052494,,,
0,-413.79,-2069,0.058126,0.40143,-2.9496,0.054162,,,
0,-413.79,-1241.4,0.055138,0.40143,-2.9496,0.051657,,,
0,-413.79,-413.79,0.041334,0.40143,-2.9496,0.045762,,,
0,-413.79,413.79,0.036365,0.40143,-2.9496,0.038197,,,
0,-413.79,1241.4,0.020992,0.40143,-2.9496,0.030591,,,
0,-413.79,2069,0.017512,0.40143,-2.9496,0.023908,,,
0,-413.79,2896.6,0.0082942,0.40143,-2.9496,0.018477,,,
0,-413.79,3724.1,0.0015506,0.40143,-2.9496,0.01425,,,
0,-413.79,4551.7,0.0045303,0.40143,-2.9496,0.011031,,,
0,-413.79,5379.3,0.0021334,0.40143,-2.9496,0.0085989,,,
0,-413.79,6206.9,0.0028608,0.40143,-2.9496,0.0067622,,,
0,-413.79,7034.5,0.0065292,0.40143,-2.9496,0.0053685,,,
0,-413.79,7862.1,0.0035504,0.40143,-2.9496,0.0043032,,,
0,-413.79,8689.7,0.0039341,0.40143,-2.9496,0.0034817,,,
0,-413.79,9517.2,0.0031066,0.40143,-2.9496,0.0028423,,,
0,-413.79,10345,-0.00095885,0.40143,-2.9496,0.0023399,,,
0,-413.79,11172,-0.0042749,0.40143,-2.9496,0.0019415,,,
0,-413.79,12000,0.00011671,0.40143,-2.9496,0.0016227,,,
0,413.79,-12000,0.0022721,0.40143,-2.9496,0.0063549,,,
0,413.79,-11172,0.0035969,0.40143,-2.9496,0.0076995,,,
0,413.79,-10345,0.006582,0.40143,-2.9496,0.0094227,,,
0,413.79,-9517.2,0.004703,0.40143,-2.9496,0.011648,,,
0,413.79,-8689.7,0.0068998,0.40143,-2.9496,0.014537,,,
0,413.79,-7862.1,0.010411,0.40143,-2.9496,0.018289,,,
0,413.79,-7034.5,0.021387,0.40143,-2.9496,0.023127,,,
0,413.79,-6206.9,0.025663,0.40143,-2.9496,0.02924,,,
0,413.79,-5379.3,0.034888,0.40143,-2.9496,0.036648,,,
0,413.79,-4551.7,0.043721,0.40143,-2.9496,0.044951,,,
0,413.79,-3724.1,0.053618,0.40143,-2.9496,0.053046,,,
0,413.79,-2896.6,0.059223,0.40143,-2.9496,0.059084,,,
0,413.79,-2069,0.063871,0.40143,-2.9496,0.061113,,,
0,413.79,-1241.4,0.062229,0.40143,-2.9496,0.058283,,,
0,413.79,-413.79,0.052275,0.40143,-2.9496,0.051515,,,
0,413.79,413.79,0.038198,0.40143,-2.9496,0.042843,,,
0,413.79,1241.4,0.025565,0.40143,-2.9496,0.034173,,,
0,413.79,2069,0.01683,0.40143,-2.9496,0.026605,,,
0,413.79,2896.6,0.0020817,0.40143,-2.9496,0.020494,,,
0,413.79,3724.1,0.0018895,0.40143,-2.9496,0.015765,,,
0,413.79,4551.7,0.002921,0.40143,-2.9496,0.01218,,,
0,413.79,5379.3,0.0016754,0.40143,-2.9496,0.0094825,,,
0,413.79,6206.9,0.011852,0.40143,-2.9496,0.0074509,,,
0,413.79,7034.5,0.0036112,0.40143,-2.9496,0.0059129,,,
0,413.79,7862.1,0.0084746,0.40143,-2.9496,0.0047393,,,
0,413.79,8689.7,0.013316,0.40143,-2.9496,0.0038355,,,
0,413.79,9517.2,0.0066395,0.40143,-2.9496,0.0031327,,,
0,413.79,10345,-0.0029972,0.40143,-2.9496,0.0025808,,,
0,413.79,11172,-0.0043213,0.40143,-2.9496,0.0021433,,,
0,413.79,12000,-0.00506,0.40143,-2.9496,0.0017933,,,
0,1241.4,-12000,0.0079409,0.40143,-2.9496,0.0066909,,,
0,1241.4,-11172,0.0082371,0.40143,-2.9496,0.0081043,,,
0,1241.4,-10345,0.015006,0.40143,-2.9496,0.0099135,,,
0,1241.4,-9517.2,0.010224,0.40143,-2.9496,0.012246,,,
0,1241.4,-8689.7,0.0080171,0.40143,-2.9496,0.015269,,,
0,1241.4,-7862.1,0.014464,0.40143,-2.9496,0.019185,,,
0,1241.4,-7034.5,0.015854,0.40143,-2.9496,0.024219,,,
0,1241.4,-6206.9,0.025669,0.40143,-2.9496,0.030557,,,
0,1241.4,-5379.3,0.030008,0.40143,-2.9496,0.038204,,,
0,1241.4,-4551.7,0.040836,0.40143,-2.9496,0.046737,,,
0,1241.4,-3724.1,0.056106,0.40143,-2.9496,0.055023,,,
0,1241.4,-2896.6,0.058247,0.40143,-2.9496,0.061191,,,
0,1241.4,-2069,0.063464,0.40143,-2.9496,0.063285,,,
0,1241.4,-1241.4,0.061959,0.40143,-2.9496,0.06045,,,
0,1241.4,-413.79,0.055666,0.40143,-2.9496,0.053597,,,
0,1241.4,413.79,0.038388,0.40143,-2.9496,0.044756,,,
0,1241.4,1241.4,0.027425,0.40143,-2.9496,0.035855,,,
0,1241.4,2069,0.013498,0.40143,-2.9496,0.028034,,,
0,1241.4,2896.6,0.010251,0.40143,-2.9496,0.021681,,,
0,1241.4,3724.1,0.005675,0.40143,-2.9496,0.016737,,,
0,1241.4,4551.7,0.0048297,0.40143,-2.9496,0.012972,,,
0,1241.4,5379.3,0.0029379,0.40143,-2.9496,0.010128,,,
0,1241.4,6206.9,0.0059274,0.40143,-2.9496,0.0079782,,,
0,1241.4,7034.5,0.0040929,0.40143,-2.9496,0.0063462,,,
0,1241.4,7862.1,0.011157,0.40143,-2.9496,0.0050977,,,
0,1241.4,8689.7,0.010884,0.40143,-2.9496,0.0041341,,,
0,1241.4,9517.2,0.0085948,0.40143,-2.9496,0.0033832,,,
0,1241.4,10345,0.00084784,0.40143,-2.9496,0.0027925,,,
0,1241.4,11172,-0.005186,0.40143,-2.9496,0.0023234,,,
0,1241.4,12000,-0.0082833,0.40143,-2.9496,0.0019475,,,
0,2069,-12000,0.0015847,0.40143,-2.9496,0.0069095,,,
0,2069,-11172,0.010084,0.40143,-2.9496,0.0083468,,,
0,2069,-10345,0.011426,0.40143,-2.9496,0.010177,,,
0,2069,-9517.2,0.013396,0.40143,-2.9496,0.01252,,,
0,2069,-8689.7,0.006889,0.40143,-2.9496,0.015531,,,
0,2069,-7862.1,0.01023,0.40143,-2.9496,0.019393,,,
0,2069,-7034.5,0.016099,0.40143,-2.9496,0.024298,,,
0,2069,-6206.9,0.024092,0.40143,-2.9496,0.030385,,,
0,2069,-5379.3,0.026653,0.40143,-2.9496,0.037609,,,
0,2069,-4551.7,0.040845,0.40143,-2.9496,0.045527,,,
0,2069,-3724.1,0.046256,0.40143,-2.9496,0.053079,,,
0,2069,-2896.6,0.052901,0.40143,-2.9496,0.058618,,,
0,2069,-2069,0.060828,0.40143,-2.9496,0.060478,,,
0,2069,-1241.4,0.0632,0.40143,-2.9496,0.057946,,,
0,2069,-413.79,0.059162,0.40143,-2.9496,0.051784,,,
0,2069,413.79,0.046222,0.40143,-2.9496,0.043718,,,
0,2069,1241.4,0.026787,0.40143,-2.9496,0.035448,,,
0,2069,2069,0.013475,0.40143,-2.9496,0.028044,,,
0,2069,2896.6,0.0073437,0.40143,-2.9496,0.021921,,,
0,2069,3724.1,0.0050289,0.40143,-2.9496,0.017081,,,
0,2069,4551.7,0.0085575,0.40143,-2.9496,0.013345,,,
0,2069,5379.3,0.0031958,0.40143,-2.9496,0.010491,,,
0,2069,6206.9,0.0071661,0.40143,-2.9496,0.0083126,,,
0,2069,7034.5,0.011971,0.40143,-2.9496,0.0066457,,,
0,2069,7862.1,0.0124,0.40143,-2.9496,0.0053618,,,
0,2069,8689.7,0.013001,0.40143,-2.9496,0.0043651,,,
0,2069,9517.2,0.0045321,0.40143,-2.9496,0.0035846,,,
0,2069,10345,-4.60E-05,0.40143,-2.9496,0.002968,,,
0,2069,11172,-0.0028268,0.40143,-2.9496,0.0024765,,,
0,2069,12000,-0.0037662,0.40143,-2.9496,0.0020814,,,
0,2896.6,-12000,0.0057962,0.40143,-2.9496,0.0070058,,,
0,2896.6,-11172,0.0015277,0.40143,-2.9496,0.0084226,,,
0,2896.6,-10345,0.014598,0.40143,-2.9496,0.010209,,,
0,2896.6,-9517.2,0.013561,0.40143,-2.9496,0.012471,,,
0,2896.6,-8689.7,0.012485,0.40143,-2.9496,0.015338,,,
0,2896.6,-7862.1,0.014936,0.40143,-2.9496,0.018955,,,
0,2896.6,-7034.5,0.016512,0.40143,-2.9496,0.02346,,,
0,2896.6,-6206.9,0.020871,0.40143,-2.9496,0.028924,,,
0,2896.6,-5379.3,0.03411,0.40143,-2.9496,0.035242,,,
0,2896.6,-4551.7,0.037264,0.40143,-2.9496,0.041978,,,
0,2896.6,-3724.1,0.042472,0.40143,-2.9496,0.048231,,,
0,2896.6,-2896.6,0.053136,0.40143,-2.9496,0.052707,,,
0,2896.6,-2069,0.057547,0.40143,-2.9496,0.05417,,,
0,2896.6,-1241.4,0.051476,0.40143,-2.9496,0.052108,,,
0,2896.6,-413.79,0.042261,0.40143,-2.9496,0.047077,,,
0,2896.6,413.79,0.040737,0.40143,-2.9496,0.040365,,,
0,2896.6,1241.4,0.029752,0.40143,-2.9496,0.033305,,,
0,2896.6,2069,0.01288,0.40143,-2.9496,0.026807,,,
0,2896.6,2896.6,0.01034,0.40143,-2.9496,0.021289,,,
0,2896.6,3724.1,0.010172,0.40143,-2.9496,0.016823,,,
0,2896.6,4551.7,0.0076413,0.40143,-2.9496,0.013303,,,
0,2896.6,5379.3,0.0073599,0.40143,-2.9496,0.010565,,,
0,2896.6,6206.9,0.010965,0.40143,-2.9496,0.008445,,,
0,2896.6,7034.5,0.011712,0.40143,-2.9496,0.006802,,,
0,2896.6,7862.1,0.013881,0.40143,-2.9496,0.0055232,,,
0,2896.6,8689.7,0.011716,0.40143,-2.9496,0.0045215,,,
0,2896.6,9517.2,0.0092619,0.40143,-2.9496,0.0037311,,,
0,2896.6,10345,0.0063092,0.40143,-2.9496,0.0031026,,,
0,2896.6,11172,-0.0020269,0.40143,-2.9496,0.0025988,,,
0,2896.6,12000,-0.0035569,0.40143,-2.9496,0.0021917,,,
0,3724.1,-12000,0.0043556,0.40143,-2.9496,0.0069846,,,
0,3724.1,-11172,0.0098105,0.40143,-2.9496,0.0083416,,,
0,3724.1,-10345,0.013022,0.40143,-2.9496,0.010031,,,
0,3724.1,-9517.2,0.0084019,0.40143,-2.9496,0.012138,,,
0,3724.1,-8689.7,0.0070166,0.40143,-2.9496,0.014761,,,
0,3724.1,-7862.1,0.014919,0.40143,-2.9496,0.018001,,,
0,3724.1,-7034.5,0.017141,0.40143,-2.9496,0.021938,,,
0,3724.1,-6206.9,0.026671,0.40143,-2.9496,0.026578,,,
0,3724.1,-5379.3,0.031109,0.40143,-2.9496,0.031778,,,
0,3724.1,-4551.7,0.03275,0.40143,-2.9496,0.037142,,,
0,3724.1,-3724.1,0.043263,0.40143,-2.9496,0.041963,,,
0,3724.1,-2896.6,0.044446,0.40143,-2.9496,0.045317,,,
0,3724.1,-2069,0.046735,0.40143,-2.9496,0.04637,,,
0,3724.1,-1241.4,0.047782,0.40143,-2.9496,0.044793,,,
0,3724.1,-413.79,0.037829,0.40143,-2.9496,0.040957,,,
0,3724.1,413.79,0.040105,0.40143,-2.9496,0.035734,,,
0,3724.1,1241.4,0.029379,0.40143,-2.9496,0.030079,,,
0,3724.1,2069,0.017134,0.40143,-2.9496,0.024705,,,
0,3724.1,2896.6,0.0065015,0.40143,-2.9496,0.019997,,,
0,3724.1,3724.1,0.0056801,0.40143,-2.9496,0.016073,,,
0,3724.1,4551.7,0.01041,0.40143,-2.9496,0.012901,,,
0,3724.1,5379.3,0.011138,0.40143,-2.9496,0.010378,,,
0,3724.1,6206.9,0.013594,0.40143,-2.9496,0.0083873,,,
0,3724.1,7034.5,0.015327,0.40143,-2.9496,0.0068195,,,
0,3724.1,7862.1,0.011013,0.40143,-2.9496,0.0055824,,,
0,3724.1,8689.7,0.009022,0.40143,-2.9496,0.0046021,,,
0,3724.1,9517.2,0.0041268,0.40143,-2.9496,0.0038208,,,
0,3724.1,10345,0.0079419,0.40143,-2.9496,0.0031942,,,
0,3724.1,11172,0.0049945,0.40143,-2.9496,0.0026882,,,
0,3724.1,12000,-0.00020288,0.40143,-2.9496,0.0022767,,,
0,4551.7,-12000,0.0075322,0.40143,-2.9496,0.0068587,,,
0,4551.7,-11172,0.0041911,0.40143,-2.9496,0.0081259,,,
0,4551.7,-10345,0.0091211,0.40143,-2.9496,0.0096797,,,
0,4551.7,-9517.2,0.0041799,0.40143,-2.9496,0.011584,,,
0,4551.7,-8689.7,0.0038617,0.40143,-2.9496,0.013905,,,
0,4551.7,-7862.1,0.018401,0.40143,-2.9496,0.016703,,,
0,4551.7,-7034.5,0.015412,0.40143,-2.9496,0.02001,,,
0,4551.7,-6206.9,0.012214,0.40143,-2.9496,0.02379,,,
0,4551.7,-5379.3,0.021997,0.40143,-2.9496,0.027885,,,
0,4551.7,-4551.7,0.031677,0.40143,-2.9496,0.031966,,,
0,4551.7,-3724.1,0.039416,0.40143,-2.9496,0.035515,,,
0,4551.7,-2896.6,0.04646,0.40143,-2.9496,0.03791,,,
0,4551.7,-2069,0.036016,0.40143,-2.9496,0.038626,,,
0,4551.7,-1241.4,0.041524,0.40143,-2.9496,0.037462,,,
0,4551.7,-413.79,0.035371,0.40143,-2.9496,0.034653,,,
0,4551.7,413.79,0.026601,0.40143,-2.9496,0.030758,,,
0,4551.7,1241.4,0.030347,0.40143,-2.9496,0.026419,,,
0,4551.7,2069,0.0208,0.40143,-2.9496,0.02216,,,
0,4551.7,2896.6,0.01142,0.40143,-2.9496,0.018302,,,
0,4551.7,3724.1,0.010768,0.40143,-2.9496,0.014986,,,
0,4551.7,4551.7,0.013305,0.40143,-2.9496,0.012229,,,
0,4551.7,5379.3,0.0096606,0.40143,-2.9496,0.0099808,,,
0,4551.7,6206.9,0.011397,0.40143,-2.9496,0.0081682,,,
0,4551.7,7034.5,0.012933,0.40143,-2.9496,0.0067138,,,
0,4551.7,7862.1,0.0021063,0.40143,-2.9496,0.0055476,,,
0,4551.7,8689.7,0.0093754,0.40143,-2.9496,0.0046107,,,
0,4551.7,9517.2,0.016826,0.40143,-2.9496,0.0038553,,,
0,4551.7,10345,0.01116,0.40143,-2.9496,0.0032431,,,
0,4551.7,11172,0.010143,0.40143,-2.9496,0.0027443,,,
0,4551.7,12000,0.003319,0.40143,-2.9496,0.0023356,,,
0,5379.3,-12000,0.017142,0.40143,-2.9496,0.0066463,,,
0,5379.3,-11172,0.0081704,0.40143,-2.9496,0.0078038,,,
0,5379.3,-10345,0.0056886,0.40143,-2.9496,0.0091995,,,
0,5379.3,-9517.2,0.0077511,0.40143,-2.9496,0.010877,,,
0,5379.3,-8689.7,0.0054619,0.40143,-2.9496,0.012876,,,
0,5379.3,-7862.1,0.010905,0.40143,-2.9496,0.015226,,,
0,5379.3,-7034.5,0.017069,0.40143,-2.9496,0.017925,,,
0,5379.3,-6206.9,0.016121,0.40143,-2.9496,0.020914,,,
0,5379.3,-5379.3,0.020838,0.40143,-2.9496,0.024048,,,
0,5379.3,-4551.7,0.026049,0.40143,-2.9496,0.027068,,,
0,5379.3,-3724.1,0.029553,0.40143,-2.9496,0.029612,,,
0,5379.3,-2896.6,0.029501,0.40143,-2.9496,0.03128,,,
0,5379.3,-2069,0.044619,0.40143,-2.9496,0.031749,,,
0,5379.3,-1241.4,0.038064,0.40143,-2.9496,0.030903,,,
0,5379.3,-413.79,0.037121,0.40143,-2.9496,0.028887,,,
0,5379.3,413.79,0.027222,0.40143,-2.9496,0.026046,,,
0,5379.3,1241.4,0.027086,0.40143,-2.9496,0.022799,,,
0,5379.3,2069,0.01967,0.40143,-2.9496,0.019513,,,
0,5379.3,2896.6,0.020556,0.40143,-2.9496,0.016441,,,
0,5379.3,3724.1,0.011405,0.40143,-2.9496,0.013716,,,
0,5379.3,4551.7,0.010417,0.40143,-2.9496,0.011385,,,
0,5379.3,5379.3,0.014139,0.40143,-2.9496,0.0094341,,,
0,5379.3,6206.9,0.011708,0.40143,-2.9496,0.0078248,,,
0,5379.3,7034.5,0.010288,0.40143,-2.9496,0.0065074,,,
0,5379.3,7862.1,0.011037,0.40143,-2.9496,0.0054324,,,
0,5379.3,8689.7,0.013085,0.40143,-2.9496,0.0045556,,,
0,5379.3,9517.2,0.010698,0.40143,-2.9496,0.0038391,,,
0,5379.3,10345,0.0050787,0.40143,-2.9496,0.0032519,,,
0,5379.3,11172,0.0054631,0.40143,-2.9496,0.0027686,,,
0,5379.3,12000,0.013525,0.40143,-2.9496,0.0023691,,,
0,6206.9,-12000,0.021306,0.40143,-2.9496,0.006368,,,
0,6206.9,-11172,0.014543,0.40143,-2.9496,0.0074058,,,
0,6206.9,-10345,0.0084432,0.40143,-2.9496,0.0086354,,,
0,6206.9,-9517.2,0.0059919,0.40143,-2.9496,0.010083,,,
0,6206.9,-8689.7,0.0056813,0.40143,-2.9496,0.011771,,,
0,6206.9,-7862.1,0.0096958,0.40143,-2.9496,0.013704,,,
0,6206.9,-7034.5,0.011985,0.40143,-2.9496,0.015863,,,
0,6206.9,-6206.9,0.017183,0.40143,-2.9496,0.018183,,,
0,6206.9,-5379.3,0.02793,0.40143,-2.9496,0.020541,,,
0,6206.9,-4551.7,0.028753,0.40143,-2.9496,0.022745,,,
0,6206.9,-3724.1,0.035867,0.40143,-2.9496,0.024549,,,
0,6206.9,-2896.6,0.039309,0.40143,-2.9496,0.025699,,,
0,6206.9,-2069,0.030715,0.40143,-2.9496,0.026,,,
0,6206.9,-1241.4,0.036057,0.40143,-2.9496,0.025385,,,
0,6206.9,-413.79,0.03279,0.40143,-2.9496,0.023944,,,
0,6206.9,413.79,0.023394,0.40143,-2.9496,0.021889,,,
0,6206.9,1241.4,0.026478,0.40143,-2.9496,0.019487,,,
0,6206.9,2069,0.021852,0.40143,-2.9496,0.016989,,,
0,6206.9,2896.6,0.0077124,0.40143,-2.9496,0.014584,,,
0,6206.9,3724.1,0.012095,0.40143,-2.9496,0.012388,,,
0,6206.9,4551.7,0.0069004,0.40143,-2.9496,0.010456,,,
0,6206.9,5379.3,0.0086954,0.40143,-2.9496,0.0087967,,,
0,6206.9,6206.9,0.012884,0.40143,-2.9496,0.0073962,,,
0,6206.9,7034.5,0.011214,0.40143,-2.9496,0.0062258,,,
0,6206.9,7862.1,0.013582,0.40143,-2.9496,0.0052532,,,
0,6206.9,8689.7,0.010716,0.40143,-2.9496,0.0044472,,,
0,6206.9,9517.2,0.0096338,0.40143,-2.9496,0.0037792,,,
0,6206.9,10345,-0.0024272,0.40143,-2.9496,0.0032249,,,
0,6206.9,11172,0.0093352,0.40143,-2.9496,0.0027637,,,
0,6206.9,12000,0.017675,0.40143,-2.9496,0.0023788,,,
0,7034.5,-12000,0.020376,0.40143,-2.9496,0.006044,,,
0,7034.5,-11172,0.018033,0.40143,-2.9496,0.0069606,,,
0,7034.5,-10345,0.013439,0.40143,-2.9496,0.0080273,,,
0,7034.5,-9517.2,0.012039,0.40143,-2.9496,0.0092584,,,
0,7034.5,-8689.7,0.0060142,0.40143,-2.9496,0.010661,,,
0,7034.5,-7862.1,0.020763,0.40143,-2.9496,0.01223,,,
0,7034.5,-7034.5,0.012588,0.40143,-2.9496,0.013935,,,
0,7034.5,-6206.9,0.016803,0.40143,-2.9496,0.015718,,,
0,7034.5,-5379.3,0.02232,0.40143,-2.9496,0.017479,,,
0,7034.5,-4551.7,0.030414,0.40143,-2.9496,0.01908,,,
0,7034.5,-3724.1,0.03328,0.40143,-2.9496,0.020357,,,
0,7034.5,-2896.6,0.038289,0.40143,-2.9496,0.02115,,,
0,7034.5,-2069,0.035008,0.40143,-2.9496,0.02134,,,
0,7034.5,-1241.4,0.030275,0.40143,-2.9496,0.02089,,,
0,7034.5,-413.79,0.032847,0.40143,-2.9496,0.019855,,,
0,7034.5,413.79,0.02877,0.40143,-2.9496,0.018366,,,
0,7034.5,1241.4,0.024204,0.40143,-2.9496,0.016593,,,
0,7034.5,2069,0.019438,0.40143,-2.9496,0.014705,,,
0,7034.5,2896.6,0.01243,0.40143,-2.9496,0.012839,,,
0,7034.5,3724.1,0.0092836,0.40143,-2.9496,0.011089,,,
0,7034.5,4551.7,0.010084,0.40143,-2.9496,0.0095086,,,
0,7034.5,5379.3,0.011461,0.40143,-2.9496,0.0081183,,,
0,7034.5,6206.9,0.013326,0.40143,-2.9496,0.0069178,,,
0,7034.5,7034.5,0.0064527,0.40143,-2.9496,0.0058938,,,
0,7034.5,7862.1,0.011655,0.40143,-2.9496,0.0050272,,,
0,7034.5,8689.7,0.010185,0.40143,-2.9496,0.0042971,,,
0,7034.5,9517.2,-0.0016583,0.40143,-2.9496,0.0036832,,,
0,7034.5,10345,0.0025194,0.40143,-2.9496,0.0031672,,,
0,7034.5,11172,0.0049653,0.40143,-2.9496,0.002733,,,
0,7034.5,12000,0.013336,0.40143,-2.9496,0.0023669,,,
0,7862.1,-12000,0.011515,0.40143,-2.9496,0.0056927,,,
0,7862.1,-11172,0.010146,0.40143,-2.9496,0.0064927,,,
0,7862.1,-10345,0.020788,0.40143,-2.9496,0.0074072,,,
0,7862.1,-9517.2,0.015604,0.40143,-2.9496,0.0084424,,,
0,7862.1,-8689.7,0.016696,0.40143,-2.9496,0.0095969,,,
0,7862.1,-7862.1,0.01106,0.40143,-2.9496,0.010858,,,
0,7862.1,-7034.5,0.016319,0.40143,-2.9496,0.012196,,,
0,7862.1,-6206.9,0.018611,0.40143,-2.9496,0.01356,,,
0,7862.1,-5379.3,0.019907,0.40143,-2.9496,0.014874,,,
0,7862.1,-4551.7,0.027805,0.40143,-2.9496,0.01604,,,
0,7862.1,-3724.1,0.030474,0.40143,-2.9496,0.016949,,,
0,7862.1,-2896.6,0.036601,0.40143,-2.9496,0.017499,,,
0,7862.1,-2069,0.027098,0.40143,-2.9496,0.017618,,,
0,7862.1,-1241.4,0.026442,0.40143,-2.9496,0.017284,,,
0,7862.1,-413.79,0.021515,0.40143,-2.9496,0.016533,,,
0,7862.1,413.79,0.029859,0.40143,-2.9496,0.015445,,,
0,7862.1,1241.4,0.020188,0.40143,-2.9496,0.014131,,,
0,7862.1,2069,0.017403,0.40143,-2.9496,0.012703,,,
0,7862.1,2896.6,0.011192,0.40143,-2.9496,0.011259,,,
0,7862.1,3724.1,0.015707,0.40143,-2.9496,0.009873,,,
0,7862.1,4551.7,0.0071818,0.40143,-2.9496,0.0085906,,,
0,7862.1,5379.3,0.0095066,0.40143,-2.9496,0.0074366,,,
