oid,x,y,d,theta,phi,true_d,,,,
0,-2896.6,11172,0.0022403,0.54105,-0.19199,0.0025847,,,,
0,-2896.6,12000,0.0072587,0.54105,-0.19199,0.0021807,,,,
0,-2069,-12000,0.01206,0.54105,-0.19199,0.0072698,,,,
0,-2069,-11172,0.0087028,0.54105,-0.19199,0.0087057,,,,
0,-2069,-10345,0.0016355,0.54105,-0.19199,0.010508,,,,
0,-2069,-9517.2,0.0057917,0.54105,-0.19199,0.012777,,,,
0,-2069,-8689.7,0.011893,0.54105,-0.19199,0.015636,,,,
0,-2069,-7862.1,0.019311,0.54105,-0.19199,0.019217,,,,
0,-2069,-7034.5,0.023903,0.54105,-0.19199,0.023642,,,,
0,-2069,-6206.9,0.024526,0.54105,-0.19199,0.028959,,,,
0,-2069,-5379.3,0.035212,0.54105,-0.19199,0.035043,,,,
0,-2069,-4551.7,0.039007,0.54105,-0.19199,0.041448,,,,
0,-2069,-3724.1,0.052257,0.54105,-0.19199,0.047304,,,,
0,-2069,-2896.6,0.060281,0.54105,-0.19199,0.051395,,,,
0,-2069,-2069,0.054199,0.54105,-0.19199,0.052591,,,,
0,-2069,-1241.4,0.059682,0.54105,-0.19199,0.050453,,,,
0,-2069,-413.79,0.040489,0.54105,-0.19199,0.045528,,,,
0,-2069,413.79,0.036818,0.54105,-0.19199,0.03903,,,,
0,-2069,1241.4,0.023811,0.54105,-0.19199,0.032209,,,,
0,-2069,2069,0.015307,0.54105,-0.19199,0.025928,,,,
0,-2069,2896.6,0.013005,0.54105,-0.19199,0.020585,,,,
0,-2069,3724.1,0.010291,0.54105,-0.19199,0.016252,,,,
0,-2069,4551.7,0.010796,0.54105,-0.19199,0.012834,,,,
0,-2069,5379.3,0.004623,0.54105,-0.19199,0.010173,,,,
0,-2069,6206.9,-0.00090998,0.54105,-0.19199,0.0081119,,,,
0,-2069,7034.5,0.00075874,0.54105,-0.19199,0.006515,,,,
0,-2069,7862.1,-0.0059075,0.54105,-0.19199,0.0052729,,,,
0,-2069,8689.7,0.0063932,0.54105,-0.19199,0.0043009,,,,
0,-2069,9517.2,0.0016498,0.54105,-0.19199,0.0035351,,,,
0,-2069,10345,0.0039372,0.54105,-0.19199,0.002927,,,,
0,-2069,11172,0.0051228,0.54105,-0.19199,0.0024406,,,,
0,-2069,12000,0.0082672,0.54105,-0.19199,0.0020484,,,,
0,-1241.4,-12000,0.010631,0.54105,-0.19199,0.007093,,,,
0,-1241.4,-11172,0.0042832,0.54105,-0.19199,0.0085357,,,,
0,-1241.4,-10345,0.0084669,0.54105,-0.19199,0.010364,,,,
0,-1241.4,-9517.2,0.009318,0.54105,-0.19199,0.012695,,,,
0,-1241.4,-8689.7,0.013691,0.54105,-0.19199,0.015673,,,,
0,-1241.4,-7862.1,0.016301,0.54105,-0.19199,0.01947,,,,
0,-1241.4,-7034.5,0.021177,0.54105,-0.19199,0.024258,,,,
0,-1241.4,-6206.9,0.027726,0.54105,-0.19199,0.030152,,,,
0,-1241.4,-5379.3,0.043825,0.54105,-0.19199,0.03708,,,,
0,-1241.4,-4551.7,0.048487,0.54105,-0.19199,0.044588,,,,
0,-1241.4,-3724.1,0.059096,0.54105,-0.19199,0.051648,,,,
0,-1241.4,-2896.6,0.063645,0.54105,-0.19199,0.056705,,,,
0,-1241.4,-2069,0.063653,0.54105,-0.19199,0.058231,,,,
0,-1241.4,-1241.4,0.060859,0.54105,-0.19199,0.055609,,,,
0,-1241.4,-413.79,0.046492,0.54105,-0.19199,0.04959,,,,
0,-1241.4,413.79,0.039724,0.54105,-0.19199,0.041808,,,,
0,-1241.4,1241.4,0.029729,0.54105,-0.19199,0.033861,,,,
0,-1241.4,2069,0.021894,0.54105,-0.19199,0.026752,,,,
0,-1241.4,2896.6,0.01359,0.54105,-0.19199,0.020874,,,,
0,-1241.4,3724.1,0.01004,0.54105,-0.19199,0.016229,,,,
0,-1241.4,4551.7,0.0098379,0.54105,-0.19199,0.012644,,,,
0,-1241.4,5379.3,0.00063497,0.54105,-0.19199,0.0099065,,,,
0,-1241.4,6206.9,-0.0027453,0.54105,-0.19199,0.0078207,,,,
0,-1241.4,7034.5,-0.002998,0.54105,-0.19199,0.0062266,,,,
0,-1241.4,7862.1,-0.0022621,0.54105,-0.19199,0.0050011,,,,
0,-1241.4,8689.7,0.0040878,0.54105,-0.19199,0.0040518,,,,
0,-1241.4,9517.2,0.0014022,0.54105,-0.19199,0.0033102,,,,
0,-1241.4,10345,0.0011544,0.54105,-0.19199,0.0027258,,,,
0,-1241.4,11172,0.0080988,0.54105,-0.19199,0.0022613,,,,
0,-1241.4,12000,0.0084002,0.54105,-0.19199,0.001889,,,,
0,-413.79,-12000,0.012188,0.54105,-0.19199,0.0067843,,,,
0,-413.79,-11172,0.0089557,0.54105,-0.19199,0.0081865,,,,
0,-413.79,-10345,0.010307,0.54105,-0.19199,0.0099745,,,,
0,-413.79,-9517.2,0.007527,0.54105,-0.19199,0.012271,,,,
0,-413.79,-8689.7,0.015679,0.54105,-0.19199,0.015231,,,,
0,-413.79,-7862.1,0.020377,0.54105,-0.19199,0.019048,,,,
0,-413.79,-7034.5,0.025718,0.54105,-0.19199,0.023927,,,,
0,-413.79,-6206.9,0.028033,0.54105,-0.19199,0.030029,,,,
0,-413.79,-5379.3,0.044725,0.54105,-0.19199,0.037333,,,,
0,-413.79,-4551.7,0.050193,0.54105,-0.19199,0.045407,,,,
0,-413.79,-3724.1,0.061122,0.54105,-0.19199,0.053146,,,,
0,-413.79,-2896.6,0.066096,0.54105,-0.19199,0.058778,,,,
0,-413.79,-2069,0.065222,0.54105,-0.19199,0.060491,,,,
0,-413.79,-1241.4,0.058702,0.54105,-0.19199,0.057539,,,,
0,-413.79,-413.79,0.059977,0.54105,-0.19199,0.050834,,,,
0,-413.79,413.79,0.034698,0.54105,-0.19199,0.042311,,,,
0,-413.79,1241.4,0.036134,0.54105,-0.19199,0.033786,,,,
0,-413.79,2069,0.021823,0.54105,-0.19199,0.026325,,,,
0,-413.79,2896.6,0.0097937,0.54105,-0.19199,0.020282,,,,
0,-413.79,3724.1,0.017399,0.54105,-0.19199,0.015591,,,,
0,-413.79,4551.7,0.0088984,0.54105,-0.19199,0.012028,,,,
0,-413.79,5379.3,0.00017253,0.54105,-0.19199,0.009344,,,,
0,-413.79,6206.9,-0.002078,0.54105,-0.19199,0.0073216,,,,
0,-413.79,7034.5,-0.0048747,0.54105,-0.19199,0.0057909,,,,
0,-413.79,7862.1,-0.0017391,0.54105,-0.19199,0.0046236,,,,
0,-413.79,8689.7,0.0019264,0.54105,-0.19199,0.0037258,,,,
0,-413.79,9517.2,0.0029965,0.54105,-0.19199,0.0030288,,,,
0,-413.79,10345,0.0044765,0.54105,-0.19199,0.0024825,,,,
0,-413.79,11172,0.013543,0.54105,-0.19199,0.0020504,,,,
0,-413.79,12000,0.001056,0.54105,-0.19199,0.0017055,,,,
0,413.79,-12000,0.0061896,0.54105,-0.19199,0.0063515,,,,
0,413.79,-11172,0.011298,0.54105,-0.19199,0.0076666,,,,
0,413.79,-10345,0.0096687,0.54105,-0.19199,0.0093463,,,,
0,413.79,-9517.2,0.0092497,0.54105,-0.19199,0.011508,,,,
0,413.79,-8689.7,0.01117,0.54105,-0.19199,0.014303,,,,
0,413.79,-7862.1,0.015527,0.54105,-0.19199,0.01792,,,,
0,413.79,-7034.5,0.023272,0.54105,-0.19199,0.022563,,,,
0,413.79,-6206.9,0.035147,0.54105,-0.19199,0.0284,,,,
0,413.79,-5379.3,0.042895,0.54105,-0.19199,0.035432,,,,
0,413.79,-4551.7,0.051093,0.54105,-0.19199,0.043255,,,,
0,413.79,-3724.1,0.049873,0.54105,-0.19199,0.050797,,,,
0,413.79,-2896.6,0.058906,0.54105,-0.19199,0.056296,,,,
0,413.79,-2069,0.066526,0.54105,-0.19199,0.057928,,,,
0,413.79,-1241.4,0.060397,0.54105,-0.19199,0.05495,,,,
0,413.79,-413.79,0.044548,0.54105,-0.19199,0.048301,,,,
0,413.79,413.79,0.037193,0.54105,-0.19199,0.039942,,,,
0,413.79,1241.4,0.021531,0.54105,-0.19199,0.03167,,,,
0,413.79,2069,0.023402,0.54105,-0.19199,0.024506,,,,
0,413.79,2896.6,0.017787,0.54105,-0.19199,0.018758,,,,
0,413.79,3724.1,0.018244,0.54105,-0.19199,0.014335,,,,
0,413.79,4551.7,0.0070558,0.54105,-0.19199,0.011,,,,
0,413.79,5379.3,0.0068081,0.54105,-0.19199,0.0085033,,,,
0,413.79,6206.9,0.004663,0.54105,-0.19199,0.0066325,,,,
0,413.79,7034.5,-0.0066089,0.54105,-0.19199,0.0052234,,,,
0,413.79,7862.1,0.001938,0.54105,-0.19199,0.0041535,,,,
0,413.79,8689.7,0.0098901,0.54105,-0.19199,0.0033337,,,,
0,413.79,9517.2,0.0035962,0.54105,-0.19199,0.0026994,,,,
0,413.79,10345,0.0029514,0.54105,-0.19199,0.002204,,,,
0,413.79,11172,-0.0019005,0.54105,-0.19199,0.0018132,,,,
0,413.79,12000,-0.00052516,0.54105,-0.19199,0.0015023,,,,
0,1241.4,-12000,0.0055849,0.54105,-0.19199,0.0058134,,,,
0,1241.4,-11172,0.014553,0.54105,-0.19199,0.0070011,,,,
0,1241.4,-10345,0.0077519,0.54105,-0.19199,0.0085136,,,,
0,1241.4,-9517.2,0.0029852,0.54105,-0.19199,0.010453,,,,
0,1241.4,-8689.7,0.014727,0.54105,-0.19199,0.012952,,,,
0,1241.4,-7862.1,0.019959,0.54105,-0.19199,0.016169,,,,
0,1241.4,-7034.5,0.02522,0.54105,-0.19199,0.020277,,,,
0,1241.4,-6206.9,0.03536,0.54105,-0.19199,0.025409,,,,
0,1241.4,-5379.3,0.031586,0.54105,-0.19199,0.031545,,,,
0,1241.4,-4551.7,0.040947,0.54105,-0.19199,0.038311,,,,
0,1241.4,-3724.1,0.045317,0.54105,-0.19199,0.044765,,,,
0,1241.4,-2896.6,0.058605,0.54105,-0.19199,0.049399,,,,
0,1241.4,-2069,0.051613,0.54105,-0.19199,0.050682,,,,
0,1241.4,-1241.4,0.047744,0.54105,-0.19199,0.048012,,,,
0,1241.4,-413.79,0.04411,0.54105,-0.19199,0.042206,,,,
0,1241.4,413.79,0.031677,0.54105,-0.19199,0.034932,,,,
0,1241.4,1241.4,0.020113,0.54105,-0.19199,0.027729,,,,
0,1241.4,2069,0.020184,0.54105,-0.19199,0.021475,,,,
0,1241.4,2896.6,0.015918,0.54105,-0.19199,0.016445,,,,
0,1241.4,3724.1,0.0059054,0.54105,-0.19199,0.012566,,,,
0,1241.4,4551.7,-0.00026429,0.54105,-0.19199,0.0096357,,,,
0,1241.4,5379.3,-0.00047158,0.54105,-0.19199,0.0074399,,,,
0,1241.4,6206.9,-0.0069912,0.54105,-0.19199,0.0057937,,,,
0,1241.4,7034.5,0.0039394,0.54105,-0.19199,0.0045536,,,,
0,1241.4,7862.1,0.0040677,0.54105,-0.19199,0.0036122,,,,
0,1241.4,8689.7,0.0024672,0.54105,-0.19199,0.0028914,,,,
0,1241.4,9517.2,-0.0018984,0.54105,-0.19199,0.0023342,,,,
0,1241.4,10345,0.0039425,0.54105,-0.19199,0.0018993,,,,
0,1241.4,11172,-0.005609,0.54105,-0.19199,0.0015569,,,,
0,1241.4,12000,-0.00046191,0.54105,-0.19199,0.0012847,,,,
0,2069,-12000,0.0041246,0.54105,-0.19199,0.0051972,,,,
0,2069,-11172,0.015267,0.54105,-0.19199,0.0062288,,,,
0,2069,-10345,0.011882,0.54105,-0.19199,0.0075326,,,,
0,2069,-9517.2,0.0080425,0.54105,-0.19199,0.0091896,,,,
0,2069,-8689.7,0.014206,0.54105,-0.19199,0.011301,,,,
0,2069,-7862.1,0.01692,0.54105,-0.19199,0.013987,,,,
0,2069,-7034.5,0.015324,0.54105,-0.19199,0.017364,,,,
0,2069,-6206.9,0.023884,0.54105,-0.19199,0.021509,,,,
0,2069,-5379.3,0.024673,0.54105,-0.19199,0.026363,,,,
0,2069,-4551.7,0.033393,0.54105,-0.19199,0.031592,,,,
0,2069,-3724.1,0.041092,0.54105,-0.19199,0.036449,,,,
0,2069,-2896.6,0.04181,0.54105,-0.19199,0.039819,,,,
0,2069,-2069,0.042705,0.54105,-0.19199,0.040625,,,,
0,2069,-1241.4,0.039327,0.54105,-0.19199,0.038476,,,,
0,2069,-413.79,0.032124,0.54105,-0.19199,0.033973,,,,
0,2069,413.79,0.024401,0.54105,-0.19199,0.028326,,,,
0,2069,1241.4,0.016731,0.54105,-0.19199,0.022672,,,,
0,2069,2069,0.020379,0.54105,-0.19199,0.017697,,,,
0,2069,2896.6,0.015966,0.54105,-0.19199,0.013641,,,,
0,2069,3724.1,0.004806,0.54105,-0.19199,0.010476,,,,
0,2069,4551.7,0.0015104,0.54105,-0.19199,0.0080617,,,,
0,2069,5379.3,-0.0085618,0.54105,-0.19199,0.0062378,,,,
0,2069,6206.9,-0.0094196,0.54105,-0.19199,0.004862,,,,
0,2069,7034.5,-0.00094927,0.54105,-0.19199,0.0038206,,,,
0,2069,7862.1,-0.010949,0.54105,-0.19199,0.0030275,,,,
0,2069,8689.7,0.0019629,0.54105,-0.19199,0.0024187,,,,
0,2069,9517.2,0.0020252,0.54105,-0.19199,0.0019473,,,,
0,2069,10345,-0.000921,0.54105,-0.19199,0.0015792,,,,
0,2069,11172,-0.00028167,0.54105,-0.19199,0.0012893,,,,
0,2069,12000,-0.0024931,0.54105,-0.19199,0.001059,,,,
0,2896.6,-12000,0.0065293,0.54105,-0.19199,0.004535,,,,
0,2896.6,-11172,0.01061,0.54105,-0.19199,0.0053959,,,,
0,2896.6,-10345,0.013493,0.54105,-0.19199,0.006471,,,,
0,2896.6,-9517.2,0.0029791,0.54105,-0.19199,0.0078182,,,,
0,2896.6,-8689.7,0.0074406,0.54105,-0.19199,0.0095067,,,,
0,2896.6,-7862.1,0.016838,0.54105,-0.19199,0.011612,,,,
0,2896.6,-7034.5,0.017475,0.54105,-0.19199,0.014198,,,,
0,2896.6,-6206.9,0.023202,0.54105,-0.19199,0.017287,,,,
0,2896.6,-5379.3,0.023516,0.54105,-0.19199,0.020792,,,,
0,2896.6,-4551.7,0.024243,0.54105,-0.19199,0.024436,,,,
0,2896.6,-3724.1,0.040772,0.54105,-0.19199,0.027688,,,,
0,2896.6,-2896.6,0.044931,0.54105,-0.19199,0.029824,,,,
0,2896.6,-2069,0.038891,0.54105,-0.19199,0.030197,,,,
0,2896.6,-1241.4,0.034871,0.54105,-0.19199,0.0286,,,,
0,2896.6,-413.79,0.030837,0.54105,-0.19199,0.025425,,,,
0,2896.6,413.79,0.029723,0.54105,-0.19199,0.021438,,,,
0,2896.6,1241.4,0.017646,0.54105,-0.19199,0.017382,,,,
0,2896.6,2069,0.0088709,0.54105,-0.19199,0.013738,,,,
0,2896.6,2896.6,0.0069496,0.54105,-0.19199,0.010705,,,,
0,2896.6,3724.1,0.0032738,0.54105,-0.19199,0.0082931,,,,
0,2896.6,4551.7,-0.0081191,0.54105,-0.19199,0.0064232,,,,
0,2896.6,5379.3,-0.0033984,0.54105,-0.19199,0.0049917,,,,
0,2896.6,6206.9,-0.0085975,0.54105,-0.19199,0.0039004,,,,
0,2896.6,7034.5,-0.0046771,0.54105,-0.19199,0.0030675,,,,
0,2896.6,7862.1,-0.0044653,0.54105,-0.19199,0.002429,,,,
0,2896.6,8689.7,0.0013649,0.54105,-0.19199,0.0019366,,,,
0,2896.6,9517.2,0.00090063,0.54105,-0.19199,0.0015542,,,,
0,2896.6,10345,-0.00072992,0.54105,-0.19199,0.0012549,,,,
0,2896.6,11172,0.00085365,0.54105,-0.19199,0.0010188,,,,
0,2896.6,12000,0.0060249,0.54105,-0.19199,0.00083126,,,,
0,3724.1,-12000,0.00053757,0.54105,-0.19199,0.0038595,,,,
0,3724.1,-11172,0.011415,0.54105,-0.19199,0.004549,,,,
0,3724.1,-10345,0.012616,0.54105,-0.19199,0.0053963,,,,
0,3724.1,-9517.2,0.0077026,0.54105,-0.19199,0.0064386,,,,
0,3724.1,-8689.7,0.0080656,0.54105,-0.19199,0.0077167,,,,
0,3724.1,-7862.1,0.016985,0.54105,-0.19199,0.0092697,,,,
0,3724.1,-7034.5,0.01248,0.54105,-0.19199,0.011122,,,,
0,3724.1,-6206.9,0.022518,0.54105,-0.19199,0.013258,,,,
0,3724.1,-5379.3,0.019072,0.54105,-0.19199,0.015588,,,,
0,3724.1,-4551.7,0.019308,0.54105,-0.19199,0.017905,,,,
0,3724.1,-3724.1,0.025254,0.54105,-0.19199,0.019866,,,,
0,3724.1,-2896.6,0.0367,0.54105,-0.19199,0.021054,,,,
0,3724.1,-2069,0.022391,0.54105,-0.19199,0.021126,,,,
0,3724.1,-1241.4,0.01677,0.54105,-0.19199,0.019995,,,,
0,3724.1,-413.79,0.018519,0.54105,-0.19199,0.017897,,,,
0,3724.1,413.79,0.010343,0.54105,-0.19199,0.015272,,,,
0,3724.1,1241.4,0.010675,0.54105,-0.19199,0.01256,,,,
0,3724.1,2069,0.0084168,0.54105,-0.19199,0.010068,,,,
0,3724.1,2896.6,-0.0037021,0.54105,-0.19199,0.0079437,,,,
0,3724.1,3724.1,-0.012251,0.54105,-0.19199,0.0062163,,,,
0,3724.1,4551.7,-0.0084284,0.54105,-0.19199,0.0048508,,,,
0,3724.1,5379.3,-0.0045388,0.54105,-0.19199,0.0037882,,,,
0,3724.1,6206.9,-0.0095842,0.54105,-0.19199,0.0029672,,,,
0,3724.1,7034.5,-0.0082604,0.54105,-0.19199,0.002334,,,,
0,3724.1,7862.1,-0.001296,0.54105,-0.19199,0.0018447,,,,
0,3724.1,8689.7,-0.0055138,0.54105,-0.19199,0.0014652,,,,
0,3724.1,9517.2,-0.0041859,0.54105,-0.19199,0.0011691,,,,
0,3724.1,10345,-0.0022511,0.54105,-0.19199,0.00093681,,,,
0,3724.1,11172,-0.00099465,0.54105,-0.19199,0.0007534,,,,
0,3724.1,12000,-0.0011481,0.54105,-0.19199,0.00060768,,,,
0,4551.7,-12000,-0.00016249,0.54105,-0.19199,0.0031999,,,,
0,4551.7,-11172,0.0097248,0.54105,-0.19199,0.0037286,,,,
0,4551.7,-10345,0.0083843,0.54105,-0.19199,0.0043659,,,,
0,4551.7,-9517.2,0.015495,0.54105,-0.19199,0.0051324,,,,
0,4551.7,-8689.7,0.010143,0.54105,-0.19199,0.006048,,,,
0,4551.7,-7862.1,0.012433,0.54105,-0.19199,0.0071272,,,,
0,4551.7,-7034.5,0.013968,0.54105,-0.19199,0.0083698,,,,
0,4551.7,-6206.9,0.015732,0.54105,-0.19199,0.0097465,,,,
0,4551.7,-5379.3,0.011077,0.54105,-0.19199,0.01118,,,,
0,4551.7,-4551.7,0.0089177,0.54105,-0.19199,0.012532,,,,
0,4551.7,-3724.1,0.023247,0.54105,-0.19199,0.0136,,,,
0,4551.7,-2896.6,0.017931,0.54105,-0.19199,0.014166,,,,
0,4551.7,-2069,0.018348,0.54105,-0.19199,0.014068,,,,
0,4551.7,-1241.4,0.012701,0.54105,-0.19199,0.013283,,,,
0,4551.7,-413.79,0.0068918,0.54105,-0.19199,0.011946,,,,
0,4551.7,413.79,0.00032384,0.54105,-0.19199,0.010294,,,,
0,4551.7,1241.4,0.010367,0.54105,-0.19199,0.0085706,,,,
0,4551.7,2069,0.0049785,0.54105,-0.19199,0.0069567,,,,
0,4551.7,2896.6,-0.0064189,0.54105,-0.19199,0.0055499,,,,
0,4551.7,3724.1,-0.0053475,0.54105,-0.19199,0.0043806,,,,
0,4551.7,4551.7,-0.0049264,0.54105,-0.19199,0.003438,,,,
0,4551.7,5379.3,-0.0065983,0.54105,-0.19199,0.0026921,,,,
0,4551.7,6206.9,-0.0081462,0.54105,-0.19199,0.0021079,,,,
0,4551.7,7034.5,0.0010541,0.54105,-0.19199,0.0016525,,,,
0,4551.7,7862.1,-0.005832,0.54105,-0.19199,0.0012978,,,,
0,4551.7,8689.7,0.0036495,0.54105,-0.19199,0.001021,,,,
0,4551.7,9517.2,-0.0010877,0.54105,-0.19199,0.00080449,,,,
0,4551.7,10345,-0.0075168,0.54105,-0.19199,0.00063435,,,,
0,4551.7,11172,-0.004718,0.54105,-0.19199,0.00050006,,,,
0,4551.7,12000,0.0022239,0.54105,-0.19199,0.00039357,,,,
0,5379.3,-12000,0.0082226,0.54105,-0.19199,0.0025793,,,,
0,5379.3,-11172,0.013072,0.54105,-0.19199,0.0029659,,,,
0,5379.3,-10345,0.018626,0.54105,-0.19199,0.0034213,,,,
0,5379.3,-9517.2,0.012654,0.54105,-0.19199,0.0039547,,,,
0,5379.3,-8689.7,0.0085102,0.54105,-0.19199,0.004573,,,,
0,5379.3,-7862.1,0.017012,0.54105,-0.19199,0.0052767,,,,
0,5379.3,-7034.5,0.014078,0.54105,-0.19199,0.0060551,,,,
0,5379.3,-6206.9,0.012668,0.54105,-0.19199,0.0068785,,,,
0,5379.3,-5379.3,0.0099212,0.54105,-0.19199,0.0076908,,,,
0,5379.3,-4551.7,0.0074593,0.54105,-0.19199,0.0084065,,,,
0,5379.3,-3724.1,0.009993,0.54105,-0.19199,0.008918,,,,
0,5379.3,-2896.6,0.012962,0.54105,-0.19199,0.0091202,,,,
0,5379.3,-2069,0.01242,0.54105,-0.19199,0.0089466,,,,
0,5379.3,-1241.4,0.0068615,0.54105,-0.19199,0.0084003,,,,
0,5379.3,-413.79,0.0073084,0.54105,-0.19199,0.0075587,,,,
0,5379.3,413.79,0.0020279,0.54105,-0.19199,0.0065457,,,,
0,5379.3,1241.4,-0.007097,0.54105,-0.19199,0.0054889,,,,
0,5379.3,2069,-0.0042335,0.54105,-0.19199,0.0044876,,,,
0,5379.3,2896.6,-0.0092791,0.54105,-0.19199,0.0036003,,,,
0,5379.3,3724.1,-0.0018278,0.54105,-0.19199,0.0028499,,,,
0,5379.3,4551.7,0.002127,0.54105,-0.19199,0.0022351,,,,
0,5379.3,5379.3,-0.004667,0.54105,-0.19199,0.0017419,,,,
0,5379.3,6206.9,-0.00076485,0.54105,-0.19199,0.0013514,,,,
0,5379.3,7034.5,-0.0082827,0.54105,-0.19199,0.0010446,,,,
0,5379.3,7862.1,-0.0037975,0.54105,-0.19199,0.00080443,,,,
0,5379.3,8689.7,-0.0014833,0.54105,-0.19199,0.00061666,,,,
0,5379.3,9517.2,-0.00018953,0.54105,-0.19199,0.00046978,,,,
0,5379.3,10345,0.0023676,0.54105,-0.19199,0.00035472,,,,
0,5379.3,11172,0.0021511,0.54105,-0.19199,0.0002644,,,,
0,5379.3,12000,0.0064217,0.54105,-0.19199,0.00019334,,,,
0,6206.9,-12000,0.007224,0.54105,-0.19199,0.0020137,,,,
0,6206.9,-11172,0.010549,0.54105,-0.19199,0.0022806,,,,
0,6206.9,-10345,0.011963,0.54105,-0.19199,0.0025866,,,,
0,6206.9,-9517.2,0.01137,0.54105,-0.19199,0.0029342,,,,
0,6206.9,-8689.7,0.0055877,0.54105,-0.19199,0.0033228,,,,
0,6206.9,-7862.1,0.0075449,0.54105,-0.19199,0.0037475,,,,
0,6206.9,-7034.5,0.011848,0.54105,-0.19199,0.0041951,,,,
0,6206.9,-6206.9,0.0035258,0.54105,-0.19199,0.0046424,,,,
0,6206.9,-5379.3,0.009166,0.54105,-0.19199,0.0050531,,,,
0,6206.9,-4551.7,0.007391,0.54105,-0.19199,0.0053797,,,,
0,6206.9,-3724.1,0.0035826,0.54105,-0.19199,0.0055697,,,,
0,6206.9,-2896.6,0.0093523,0.54105,-0.19199,0.0055783,,,,
0,6206.9,-2069,0.0072742,0.54105,-0.19199,0.0053837,,,,
0,6206.9,-1241.4,-0.00068296,0.54105,-0.19199,0.004998,,,,
0,6206.9,-413.79,0.0051719,0.54105,-0.19199,0.0044661,,,,
0,6206.9,413.79,8.34E-05,0.54105,-0.19199,0.0038516,,,,
0,6206.9,1241.4,-0.0053733,0.54105,-0.19199,0.0032193,,,,
0,6206.9,2069,-0.0027475,0.54105,-0.19199,0.0026204,,,,
0,6206.9,2896.6,-0.0058919,0.54105,-0.19199,0.0020864,,,,
0,6206.9,3724.1,-0.0078581,0.54105,-0.19199,0.0016311,,,,
0,6206.9,4551.7,-0.010171,0.54105,-0.19199,0.0012552,,,,
0,6206.9,5379.3,-0.0039206,0.54105,-0.19199,0.00095191,,,,
0,6206.9,6206.9,-0.0014057,0.54105,-0.19199,0.000711,,,,
0,6206.9,7034.5,0.0025962,0.54105,-0.19199,0.00052176,,,,
0,6206.9,7862.1,-8.71E-05,0.54105,-0.19199,0.00037419,,,,
0,6206.9,8689.7,-0.0017695,0.54105,-0.19199,0.0002597,,,,
0,6206.9,9517.2,0.002375,0.54105,-0.19199,0.00017118,,,,
0,6206.9,10345,0.0076472,0.54105,-0.19199,0.00010293,,,,
0,6206.9,11172,0.0069827,0.54105,-0.19199,5.05E-05,,,,
0,6206.9,12000,0.00015817,0.54105,-0.19199,1.02E-05,,,,
0,7034.5,-12000,0.0076371,0.54105,-0.19199,0.001512,,,,
0,7034.5,-11172,0.01172,0.54105,-0.19199,0.0016825,,,,
0,7034.5,-10345,0.0098921,0.54105,-0.19199,0.0018713,,,,
0,7034.5,-9517.2,0.015266,0.54105,-0.19199,0.0020775,,,,
0,7034.5,-8689.7,0.0015393,0.54105,-0.19199,0.0022977,,,,
0,7034.5,-7862.1,0.0076555,0.54105,-0.19199,0.0025255,,,,
0,7034.5,-7034.5,0.0098998,0.54105,-0.19199,0.0027499,,,,
0,7034.5,-6206.9,0.0083447,0.54105,-0.19199,0.0029553,,,,
0,7034.5,-5379.3,0.0052967,0.54105,-0.19199,0.0031208,,,,
0,7034.5,-4551.7,0.0058317,0.54105,-0.19199,0.0032229,,,,
0,7034.5,-3724.1,0.0041554,0.54105,-0.19199,0.0032392,,,,
0,7034.5,-2896.6,0.0048883,0.54105,-0.19199,0.0031545,,,,
0,7034.5,-2069,0.0018,0.54105,-0.19199,0.0029666,,,,
0,7034.5,-1241.4,-0.0054707,0.54105,-0.19199,0.0026885,,,,
0,7034.5,-413.79,-0.0022534,0.54105,-0.19199,0.0023469,,,,
0,7034.5,413.79,-0.00044286,0.54105,-0.19199,0.0019746,,,,
0,7034.5,1241.4,-0.0028156,0.54105,-0.19199,0.0016035,,,,
0,7034.5,2069,-0.0083957,0.54105,-0.19199,0.0012582,,,,
0,7034.5,2896.6,-0.010581,0.54105,-0.19199,0.00095374,,,,
0,7034.5,3724.1,-0.00010312,0.54105,-0.19199,0.00069639,,,,
0,7034.5,4551.7,-0.002539,0.54105,-0.19199,0.00048588,,,,
0,7034.5,5379.3,0.0015678,0.54105,-0.19199,0.00031808,,,,
0,7034.5,6206.9,-0.00018021,0.54105,-0.19199,0.00018701,,,,
0,7034.5,7034.5,0.0020483,0.54105,-0.19199,8.64E-05,,,,
0,7034.5,7862.1,0.0023791,0.54105,-0.19199,1.02E-05,,,,
0,7034.5,8689.7,-0.0016863,0.54105,-0.19199,-4.65E-05,,,,
0,7034.5,9517.2,0.0045115,0.54105,-0.19199,-8.82E-05,,,,
0,7034.5,10345,-0.00060872,0.54105,-0.19199,-0.00011823,,,,
0,7034.5,11172,0.0016781,0.54105,-0.19199,-0.00013933,,,,
0,7034.5,12000,0.0024464,0.54105,-0.19199,-0.00015363,,,,
0,7862.1,-12000,0.0036447,0.54105,-0.19199,0.0010773,,,,
0,7862.1,-11172,0.0074791,0.54105,-0.19199,0.001173,,,,
0,7862.1,-10345,0.0029768,0.54105,-0.19199,0.0012736,,,,
0,7862.1,-9517.2,0.010215,0.54105,-0.19199,0.0013768,,,,
0,7862.1,-8689.7,0.012707,0.54105,-0.19199,0.0014788,,,,
0,7862.1,-7862.1,0.0044245,0.54105,-0.19199,0.001574,,,,
